Num_Acc,jour,mois,an,hrmn,lum,dep,com,agg,int,atm,col,adr,lat,long,catr,voie,v1,v2,circ,nbv,vosp,prof,pr,pr1,plan,lartpc,larrout,surf,infra,situ,vma,id_vehicule_x,num_veh_x,senc,catv,obs,obsm,choc,manv,motor,occutc,id_usager_x,id_vehicule_y,num_veh_y,place_x,catu_x,grav_x,sexe_x,an_nais_x,trajet_x,secu1_x,secu2_x,secu3_x,locp_x,actp_x,etatp_x,id_usager_y,id_vehicule,num_veh,place_y,catu_y,grav_y,sexe_y,an_nais_y,trajet_y,secu1_y,secu2_y,secu3_y,locp_y,actp_y,etatp_y,id_usager,place,catu,grav,sexe,an_nais,trajet,secu1,secu2,secu3,locp,actp,etatp
202200027012,4.0,3.0,2022.0,16:05,1.0,69,69385,2.0,1.0,1.0,3.0,4 Avenue Debrousse,45.7508058257,4.8150479794,4.0,DEBROUSSE                           (AV),0.0,,2.0,2,3.0,2.0,(1),(1),2.0,, -1,1.0,0.0,1.0,30.0,765 868,B01,2.0,1.0,0.0,2.0,1.0,1.0,5.0,,1 035 520,765 867,A01,3.0,2.0,1.0,1.0,2002.0,0.0,8.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200027012,4.0,3.0,2022.0,16:05,1.0,69,69385,2.0,1.0,1.0,3.0,4 Avenue Debrousse,45.7508058257,4.8150479794,4.0,DEBROUSSE                           (AV),0.0,,2.0,2,3.0,2.0,(1),(1),2.0,, -1,1.0,0.0,1.0,30.0,765 868,B01,2.0,1.0,0.0,2.0,1.0,1.0,5.0,,1 035 521,765 867,A01,5.0,2.0,1.0,1.0,2003.0,0.0,8.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200027012,4.0,3.0,2022.0,16:05,1.0,69,69385,2.0,1.0,1.0,3.0,4 Avenue Debrousse,45.7508058257,4.8150479794,4.0,DEBROUSSE                           (AV),0.0,,2.0,2,3.0,2.0,(1),(1),2.0,, -1,1.0,0.0,1.0,30.0,765 868,B01,2.0,1.0,0.0,2.0,1.0,1.0,5.0,,1 035 522,765 867,A01,1.0,1.0,1.0,1.0,2002.0,9.0,1.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200027012,4.0,3.0,2022.0,16:05,1.0,69,69385,2.0,1.0,1.0,3.0,4 Avenue Debrousse,45.7508058257,4.8150479794,4.0,DEBROUSSE                           (AV),0.0,,2.0,2,3.0,2.0,(1),(1),2.0,, -1,1.0,0.0,1.0,30.0,765 868,B01,2.0,1.0,0.0,2.0,1.0,1.0,5.0,,1 035 523,765 868,B01,1.0,1.0,4.0,1.0,1999.0,9.0,8.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200027307,14.0,4.0,2022.0,13:35,1.0,69,69034,2.0,1.0,1.0,7.0,1 Montée du Vernay,45.81318,4.84967,4.0,VERNAY (DU)                         (MO),0.0,,1.0,1,0.0,2.0,(1),(1),1.0,, -1,1.0,0.0,1.0,50.0,765 328,A01,1.0,1.0,0.0,0.0,0.0,26.0,6.0,,1 034 829,765 328,A01,1.0,1.0,4.0,1.0,1987.0,0.0,2.0,-1.0,-1.0,0.0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200027456,20.0,6.0,2022.0,13:25,1.0,69,69388,2.0,2.0,1.0,3.0,Avenue Jean Mermoz,45.73385,4.87756,4.0,JEAN MERMOZ                         (AV),0.0,,2.0,2,3.0,1.0,(1),(1),1.0,, -1,1.0,0.0,1.0,50.0,765 050,B01,0.0,1.0,0.0,2.0,1.0,1.0,5.0,,1 034 477,765 048,A01,1.0,1.0,1.0,2.0,1994.0,0.0,1.0,-1.0,-1.0,0.0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200027456,20.0,6.0,2022.0,13:25,1.0,69,69388,2.0,2.0,1.0,3.0,Avenue Jean Mermoz,45.73385,4.87756,4.0,JEAN MERMOZ                         (AV),0.0,,2.0,2,3.0,1.0,(1),(1),1.0,, -1,1.0,0.0,1.0,50.0,765 050,B01,0.0,1.0,0.0,2.0,1.0,1.0,5.0,,1 034 479,765 050,B01,1.0,1.0,4.0,2.0,2010.0,0.0,2.0,-1.0,-1.0,0.0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200027457,20.0,6.0,2022.0,08:00,1.0,69,69383,2.0,2.0,1.0,3.0,Rue Paul Bert,45.75709,4.85469,4.0,PAUL BERT                           (R ),0.0,,2.0,2,2.0,1.0,(1),(1),1.0,, -1,1.0,0.0,1.0,30.0,765 046,B01,2.0,1.0,0.0,2.0,1.0,1.0,5.0,,1 034 474,765 045,A01,1.0,1.0,1.0,2.0,1968.0,1.0,1.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200027457,20.0,6.0,2022.0,08:00,1.0,69,69383,2.0,2.0,1.0,3.0,Rue Paul Bert,45.75709,4.85469,4.0,PAUL BERT                           (R ),0.0,,2.0,2,2.0,1.0,(1),(1),1.0,, -1,1.0,0.0,1.0,30.0,765 046,B01,2.0,1.0,0.0,2.0,1.0,1.0,5.0,,1 034 475,765 046,B01,1.0,1.0,4.0,2.0,1987.0,0.0,8.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200027496,10.0,6.0,2022.0,21:00,1.0,69,69264,2.0,6.0,1.0,3.0,Rue de la Quarantaine,45.98881,4.72699,4.0,QUARANTAINE  RUE DE LA,0.0,,2.0,2,0.0,1.0,(1),(1),2.0,, -1,1.0,9.0,1.0,30.0,764 972,B01,1.0,1.0,0.0,2.0,0.0,0.0,0.0,,1 034 387,764 972,B01,1.0,1.0,4.0,1.0,2014.0,5.0,8.0,-1.0,-1.0,0.0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200027496,10.0,6.0,2022.0,21:00,1.0,69,69264,2.0,6.0,1.0,3.0,Rue de la Quarantaine,45.98881,4.72699,4.0,QUARANTAINE  RUE DE LA,0.0,,2.0,2,0.0,1.0,(1),(1),2.0,, -1,1.0,9.0,1.0,30.0,764 972,B01,1.0,1.0,0.0,2.0,0.0,0.0,0.0,,1 034 389,764 974,A01,1.0,1.0,1.0,1.0,1984.0,5.0,1.0,-1.0,-1.0,0.0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200027664,19.0,1.0,2022.0,08:50,1.0,69,69388,2.0,1.0,5.0,1.0,Rue Antoine Lumière,45.74084,4.86797,4.0,ANTOINE LUMIERE                     (R ),0.0,,1.0,1,2.0,1.0,(1),(1),1.0,, -1,1.0,0.0,5.0,50.0,764 675,B01,2.0,1.0,0.0,2.0,1.0,1.0,5.0,,1 033 989,764 675,B01,1.0,1.0,4.0,1.0,1971.0,1.0,2.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200027664,19.0,1.0,2022.0,08:50,1.0,69,69388,2.0,1.0,5.0,1.0,Rue Antoine Lumière,45.74084,4.86797,4.0,ANTOINE LUMIERE                     (R ),0.0,,1.0,1,2.0,1.0,(1),(1),1.0,, -1,1.0,0.0,5.0,50.0,764 675,B01,2.0,1.0,0.0,2.0,1.0,1.0,5.0,,1 033 990,764 676,A01,1.0,1.0,1.0,-1.0,,-1.0,8.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200027664,19.0,1.0,2022.0,08:50,1.0,69,69388,2.0,1.0,5.0,1.0,Rue Antoine Lumière,45.74084,4.86797,4.0,ANTOINE LUMIERE                     (R ),0.0,,1.0,1,2.0,1.0,(1),(1),1.0,, -1,1.0,0.0,5.0,50.0,764 676,A01,1.0,1.0,0.0,2.0,1.0,5.0,0.0,,1 033 989,764 675,B01,1.0,1.0,4.0,1.0,1971.0,1.0,2.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200027664,19.0,1.0,2022.0,08:50,1.0,69,69388,2.0,1.0,5.0,1.0,Rue Antoine Lumière,45.74084,4.86797,4.0,ANTOINE LUMIERE                     (R ),0.0,,1.0,1,2.0,1.0,(1),(1),1.0,, -1,1.0,0.0,5.0,50.0,764 676,A01,1.0,1.0,0.0,2.0,1.0,5.0,0.0,,1 033 990,764 676,A01,1.0,1.0,1.0,-1.0,,-1.0,8.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200028078,20.0,5.0,2022.0,19:15,1.0,69,69383,2.0,2.0,1.0,3.0,Rue du Capitaine,45.75057,4.88534,4.0,CAPITAINE (DU)                      (R ),0.0,,1.0,1,0.0,1.0,(1),(1),1.0,, -1,1.0,0.0,1.0,30.0,763 904,B01,1.0,1.0,0.0,2.0,1.0,1.0,5.0,,1 032 969,763 902,A01,1.0,1.0,1.0,2.0,1984.0,0.0,1.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200028078,20.0,5.0,2022.0,19:15,1.0,69,69383,2.0,2.0,1.0,3.0,Rue du Capitaine,45.75057,4.88534,4.0,CAPITAINE (DU)                      (R ),0.0,,1.0,1,0.0,1.0,(1),(1),1.0,, -1,1.0,0.0,1.0,30.0,763 904,B01,1.0,1.0,0.0,2.0,1.0,1.0,5.0,,1 032 972,763 904,B01,1.0,1.0,4.0,1.0,1990.0,0.0,8.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200028078,20.0,5.0,2022.0,19:15,1.0,69,69383,2.0,2.0,1.0,3.0,Rue du Capitaine,45.75057,4.88534,4.0,CAPITAINE (DU)                      (R ),0.0,,1.0,1,0.0,1.0,(1),(1),1.0,, -1,1.0,0.0,1.0,30.0,763 904,B01,1.0,1.0,0.0,2.0,1.0,1.0,5.0,,1 032 973,763 904,B01,2.0,2.0,4.0,1.0,2019.0,0.0,2.0,3.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200028081,20.0,5.0,2022.0,17:00,1.0,69,69383,2.0,2.0,1.0,3.0,Rue François Gillet,45.75973,4.87411,4.0,FRANCOIS GILLET                     (R ),0.0,,2.0,2,0.0,1.0,(1),(1),1.0,, -1,1.0,0.0,1.0,30.0,763 897,A01,2.0,1.0,0.0,2.0,1.0,9.0,5.0,,1 032 963,763 896,B01,1.0,1.0,1.0,1.0,1964.0,0.0,1.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200028081,20.0,5.0,2022.0,17:00,1.0,69,69383,2.0,2.0,1.0,3.0,Rue François Gillet,45.75973,4.87411,4.0,FRANCOIS GILLET                     (R ),0.0,,2.0,2,0.0,1.0,(1),(1),1.0,, -1,1.0,0.0,1.0,30.0,763 897,A01,2.0,1.0,0.0,2.0,1.0,9.0,5.0,,1 032 965,763 897,A01,1.0,1.0,4.0,2.0,1975.0,1.0,8.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200028087,20.0,5.0,2022.0,05:45,5.0,69,69386,2.0,2.0,1.0,3.0,Rue de la Viabert,45.76633,4.8672,4.0,VIABERT (DE LA)                     (R ),0.0,,1.0,1,0.0,1.0,(1),(1),1.0,, -1,1.0,0.0,1.0,30.0,763 887,B01,2.0,1.0,0.0,2.0,3.0,1.0,0.0,,1 032 950,763 883,A01,1.0,1.0,1.0,2.0,1975.0,0.0,8.0,-1.0,-1.0,0.0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200028087,20.0,5.0,2022.0,05:45,5.0,69,69386,2.0,2.0,1.0,3.0,Rue de la Viabert,45.76633,4.8672,4.0,VIABERT (DE LA)                     (R ),0.0,,1.0,1,0.0,1.0,(1),(1),1.0,, -1,1.0,0.0,1.0,30.0,763 887,B01,2.0,1.0,0.0,2.0,3.0,1.0,0.0,,1 032 953,763 887,B01,1.0,1.0,4.0,1.0,1994.0,0.0,8.0,-1.0,-1.0,0.0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200028542,24.0,8.0,2022.0,21:50,5.0,69,69029,2.0,4.0,1.0,2.0,356 Route de Genas,45.7484015375,4.9199572206,7.0,GENAS (DE)                          (RO),0.0,,2.0,4,3.0,1.0,(1),(1),1.0,, -1,1.0,0.0,1.0,50.0,763 072,B01,1.0,1.0,0.0,2.0,4.0,1.0,5.0,,1 031 917,763 072,B01,1.0,1.0,4.0,1.0,1977.0,5.0,8.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200028542,24.0,8.0,2022.0,21:50,5.0,69,69029,2.0,4.0,1.0,2.0,356 Route de Genas,45.7484015375,4.9199572206,7.0,GENAS (DE)                          (RO),0.0,,2.0,4,3.0,1.0,(1),(1),1.0,, -1,1.0,0.0,1.0,50.0,763 072,B01,1.0,1.0,0.0,2.0,4.0,1.0,5.0,,1 031 919,763 074,A01,1.0,1.0,1.0,1.0,1980.0,5.0,1.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200028857,4.0,3.0,2022.0,16:19,1.0,69,69383,2.0,2.0,1.0,3.0,Rue de la Part-Dieu,45.7598012626,4.8507481813,4.0,PART DIEU      (DE LA)             (R ),0.0,,1.0,1,1.0,1.0,(1),(1),1.0,, -1,1.0,0.0,1.0,50.0,762 526,A01,2.0,1.0,0.0,2.0,7.0,1.0,5.0,,1 031 159,762 526,A01,1.0,1.0,4.0,1.0,1951.0,3.0,8.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200028857,4.0,3.0,2022.0,16:19,1.0,69,69383,2.0,2.0,1.0,3.0,Rue de la Part-Dieu,45.7598012626,4.8507481813,4.0,PART DIEU      (DE LA)             (R ),0.0,,1.0,1,1.0,1.0,(1),(1),1.0,, -1,1.0,0.0,1.0,50.0,762 526,A01,2.0,1.0,0.0,2.0,7.0,1.0,5.0,,1 031 160,762 527,B01,1.0,1.0,1.0,1.0,1960.0,5.0,1.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200028859,4.0,3.0,2022.0,15:30,1.0,69,69387,2.0,1.0,1.0,7.0,78 Rue de Gerland,45.7373150412,4.8397752643,4.0,GERLAND (DE)                        (R ),0.0,,2.0,2,0.0,1.0,(1),(1),1.0,, -1,1.0,0.0,1.0,50.0,762 523,A01,0.0,1.0,0.0,0.0,1.0,1.0,5.0,,1 031 156,762 523,A01,1.0,1.0,4.0,2.0,1977.0,0.0,8.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200028860,4.0,3.0,2022.0,11:42,1.0,69,69386,2.0,3.0,1.0,6.0,Rue Malesherbes,45.77056,4.84253,4.0,MALESHERBES                         (R ),0.0,,1.0,1,2.0,1.0,(1),(1),1.0,, -1,1.0,0.0,6.0,30.0,762 522,A01,3.0,1.0,0.0,1.0,1.0,16.0,0.0,,1 031 154,762 522,A01,1.0,1.0,1.0,-1.0,,-1.0,8.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200028860,4.0,3.0,2022.0,11:42,1.0,69,69386,2.0,3.0,1.0,6.0,Rue Malesherbes,45.77056,4.84253,4.0,MALESHERBES                         (R ),0.0,,1.0,1,2.0,1.0,(1),(1),1.0,, -1,1.0,0.0,6.0,30.0,762 522,A01,3.0,1.0,0.0,1.0,1.0,16.0,0.0,,1 031 155,762 522,A01,10.0,3.0,4.0,2.0,1931.0,0.0,0.0,-1.0,-1.0,3.0,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200028862,4.0,3.0,2022.0,07:25,1.0,69,69383,2.0,3.0,1.0,3.0,Rue Saint Antoine,45.76293,4.86468,4.0,ST ANTOINE                          (R ),0.0,,1.0,1,2.0,1.0,(1),(1),1.0,, -1,1.0,0.0,5.0,30.0,762 518,B01,1.0,1.0,0.0,2.0,0.0,0.0,0.0,,1 031 150,762 518,B01,1.0,1.0,4.0,1.0,1987.0,1.0,2.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200028862,4.0,3.0,2022.0,07:25,1.0,69,69383,2.0,3.0,1.0,3.0,Rue Saint Antoine,45.76293,4.86468,4.0,ST ANTOINE                          (R ),0.0,,1.0,1,2.0,1.0,(1),(1),1.0,, -1,1.0,0.0,5.0,30.0,762 518,B01,1.0,1.0,0.0,2.0,0.0,0.0,0.0,,1 031 151,762 519,A01,1.0,1.0,1.0,1.0,1985.0,3.0,1.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200028864,5.0,3.0,2022.0,00:10,5.0,69,69381,2.0,1.0,1.0,6.0,Place Louis Pradel,45.76853,4.83687,4.0,LOUIS PRADEL                        (PL),0.0,,-1.0, -1,0.0,1.0,(1),(1),3.0,, -1,1.0,6.0,1.0,30.0,762 512,A01,1.0,1.0,0.0,1.0,1.0,25.0,0.0,,1 031 143,762 512,A01,1.0,1.0,1.0,1.0,1981.0,5.0,2.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200028864,5.0,3.0,2022.0,00:10,5.0,69,69381,2.0,1.0,1.0,6.0,Place Louis Pradel,45.76853,4.83687,4.0,LOUIS PRADEL                        (PL),0.0,,-1.0, -1,0.0,1.0,(1),(1),3.0,, -1,1.0,6.0,1.0,30.0,762 512,A01,1.0,1.0,0.0,1.0,1.0,25.0,0.0,,1 031 144,762 512,A01,10.0,3.0,4.0,1.0,1990.0,5.0,0.0,-1.0,-1.0,5.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200028876,4.0,3.0,2022.0,18:30,5.0,69,69266,2.0,2.0,1.0,2.0,Cours Tolstoï,45.76269,4.8782,4.0,TOLSTOI    (Cours),0.0,,1.0,2,3.0,1.0,(1),(1),1.0,, -1,1.0,0.0,1.0,50.0,762 489,A01,1.0,1.0,0.0,2.0,1.0,7.0,5.0,,1 031 112,762 488,B01,1.0,1.0,1.0,1.0,1997.0,9.0,1.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200028876,4.0,3.0,2022.0,18:30,5.0,69,69266,2.0,2.0,1.0,2.0,Cours Tolstoï,45.76269,4.8782,4.0,TOLSTOI    (Cours),0.0,,1.0,2,3.0,1.0,(1),(1),1.0,, -1,1.0,0.0,1.0,50.0,762 489,A01,1.0,1.0,0.0,2.0,1.0,7.0,5.0,,1 031 113,762 489,A01,1.0,1.0,4.0,2.0,1993.0,5.0,8.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200029176,13.0,4.0,2022.0,08:15,1.0,69,69386,2.0,3.0,1.0,3.0,Rue Boileau,45.76646,4.8495,4.0,BOILEAU                             (R ),0.0,,1.0,1,2.0,1.0,(1),(1),1.0,, -1,1.0,0.0,1.0,50.0,761 952,B01,1.0,1.0,0.0,2.0,3.0,1.0,0.0,,1 030 429,761 951,A01,1.0,1.0,1.0,2.0,1972.0,1.0,1.0,-1.0,-1.0,0.0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200029176,13.0,4.0,2022.0,08:15,1.0,69,69386,2.0,3.0,1.0,3.0,Rue Boileau,45.76646,4.8495,4.0,BOILEAU                             (R ),0.0,,1.0,1,2.0,1.0,(1),(1),1.0,, -1,1.0,0.0,1.0,50.0,761 952,B01,1.0,1.0,0.0,2.0,3.0,1.0,0.0,,1 030 430,761 952,B01,1.0,1.0,4.0,1.0,2008.0,2.0,8.0,-1.0,-1.0,0.0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200029758,7.0,11.0,2022.0,07:00,2.0,69,69381,2.0,9.0,1.0,3.0,Pont de Lattre de Tassigny,45.77278,4.83854,4.0,DE LATTRE DE TASSIGNY               (PT),0.0,,1.0,2,1.0,2.0,(1),(1),1.0,, -1,1.0,2.0,5.0,30.0,760 919,B01,1.0,1.0,0.0,2.0,7.0,1.0,5.0,,1 029 055,760 918,A01,1.0,1.0,1.0,2.0,1975.0,1.0,1.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200029758,7.0,11.0,2022.0,07:00,2.0,69,69381,2.0,9.0,1.0,3.0,Pont de Lattre de Tassigny,45.77278,4.83854,4.0,DE LATTRE DE TASSIGNY               (PT),0.0,,1.0,2,1.0,2.0,(1),(1),1.0,, -1,1.0,2.0,5.0,30.0,760 919,B01,1.0,1.0,0.0,2.0,7.0,1.0,5.0,,1 029 057,760 919,B01,1.0,1.0,4.0,1.0,1982.0,1.0,8.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200029777,7.0,11.0,2022.0,08:15,1.0,69,69271,2.0,1.0,7.0,3.0,Route de Genas,45.73767,4.97136,4.0,GENAS (DE)                              ,0.0,,2.0,2,0.0,1.0,(1),(1),1.0,, -1,1.0,9.0,1.0,50.0,760 882,B01,3.0,1.0,0.0,2.0,8.0,15.0,0.0,,1 029 007,760 882,B01,1.0,1.0,4.0,2.0,2015.0,2.0,2.0,-1.0,-1.0,0.0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200029777,7.0,11.0,2022.0,08:15,1.0,69,69271,2.0,1.0,7.0,3.0,Route de Genas,45.73767,4.97136,4.0,GENAS (DE)                              ,0.0,,2.0,2,0.0,1.0,(1),(1),1.0,, -1,1.0,9.0,1.0,50.0,760 882,B01,3.0,1.0,0.0,2.0,8.0,15.0,0.0,,1 029 008,760 883,A01,1.0,1.0,1.0,2.0,1960.0,2.0,1.0,-1.0,-1.0,0.0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200030123,21.0,5.0,2022.0,16:30,1.0,69,69244,2.0,3.0,1.0,3.0,33 Route de Paris,45.765019,4.76815,7.0,,-1.0,,3.0,4,0.0,1.0,(1),(1),2.0,,4,1.0,0.0,1.0,50.0,760 271,B01,1.0,1.0,0.0,2.0,1.0,1.0,5.0,,1 028 199,760 271,B01,1.0,1.0,4.0,1.0,1970.0,5.0,2.0,-1.0,-1.0,0.0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200030123,21.0,5.0,2022.0,16:30,1.0,69,69244,2.0,3.0,1.0,3.0,33 Route de Paris,45.765019,4.76815,7.0,,-1.0,,3.0,4,0.0,1.0,(1),(1),2.0,,4,1.0,0.0,1.0,50.0,760 271,B01,1.0,1.0,0.0,2.0,1.0,1.0,5.0,,1 028 201,760 273,A01,1.0,1.0,1.0,1.0,1991.0,3.0,1.0,-1.0,-1.0,0.0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200030482,18.0,7.0,2022.0,08:40,1.0,69,69389,2.0,1.0,1.0,3.0,1 Rue Marietton,45.77495,4.80792,4.0,MARIETTON                           (R ),0.0,,2.0,2,3.0,1.0,(1),(1),1.0,, -1,1.0,9.0,1.0,30.0,759 618,A01,2.0,1.0,0.0,2.0,1.0,1.0,0.0,,1 027 364,759 616,B01,1.0,1.0,1.0,1.0,1971.0,1.0,2.0,6.0,-1.0,0.0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200030482,18.0,7.0,2022.0,08:40,1.0,69,69389,2.0,1.0,1.0,3.0,1 Rue Marietton,45.77495,4.80792,4.0,MARIETTON                           (R ),0.0,,2.0,2,3.0,1.0,(1),(1),1.0,, -1,1.0,9.0,1.0,30.0,759 618,A01,2.0,1.0,0.0,2.0,1.0,1.0,0.0,,1 027 366,759 618,A01,1.0,1.0,4.0,2.0,1983.0,1.0,8.0,-1.0,-1.0,0.0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200030503,11.0,12.0,2022.0,15:20,1.0,69,69266,2.0,8.0,8.0,3.0,Rue de la Ligne de l'Est,45.758,4.90777,4.0,LIGNE DE L'EST      (Chemin),0.0,,1.0,1,1.0,1.0,(1),(1),1.0,, -1,1.0,4.0,6.0,50.0,759 579,A01,3.0,1.0,0.0,4.0,1.0,15.0,5.0,,1 027 314,759 578,B01,1.0,1.0,1.0,1.0,1987.0,4.0,8.0,-1.0,-1.0,0.0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200030503,11.0,12.0,2022.0,15:20,1.0,69,69266,2.0,8.0,8.0,3.0,Rue de la Ligne de l'Est,45.758,4.90777,4.0,LIGNE DE L'EST      (Chemin),0.0,,1.0,1,1.0,1.0,(1),(1),1.0,, -1,1.0,4.0,6.0,50.0,759 579,A01,3.0,1.0,0.0,4.0,1.0,15.0,5.0,,1 027 315,759 579,A01,1.0,1.0,4.0,1.0,1997.0,4.0,8.0,-1.0,-1.0,0.0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200030543,19.0,11.0,2022.0,09:20,1.0,69,69259,2.0,1.0,2.0,6.0,Avenue Charles de Gaulle,45.71745,4.89121,7.0,CHARLES DE GAULLE                   (AV),0.0,,2.0,4,3.0,1.0,0,400,1.0,, -1,2.0,9.0,8.0,50.0,759 498,B01,0.0,1.0,0.0,2.0,0.0,9.0,5.0,,1 027 206,759 498,B01,1.0,1.0,4.0,1.0,1970.0,0.0,8.0,-1.0,-1.0,0.0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200030543,19.0,11.0,2022.0,09:20,1.0,69,69259,2.0,1.0,2.0,6.0,Avenue Charles de Gaulle,45.71745,4.89121,7.0,CHARLES DE GAULLE                   (AV),0.0,,2.0,4,3.0,1.0,0,400,1.0,, -1,2.0,9.0,8.0,50.0,759 498,B01,0.0,1.0,0.0,2.0,0.0,9.0,5.0,,1 027 207,759 499,A01,1.0,1.0,-1.0,-1.0,,-1.0,8.0,-1.0,-1.0,-1.0, -1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200030584,10.0,12.0,2022.0,22:40,5.0,69,69266,2.0,1.0,8.0,6.0,Cours Emile Zola,45.770840827,4.872211218,4.0,EMILE ZOLA     (Cours),0.0,,2.0,2,2.0,1.0,(1),(1),1.0,, -1,2.0,0.0,5.0,50.0,759 429,A01,2.0,1.0,0.0,1.0,1.0,1.0,5.0,,1 027 107,759 429,A01,1.0,1.0,1.0,1.0,2001.0,5.0,8.0,-1.0,-1.0,0.0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202200030584,10.0,12.0,2022.0,22:40,5.0,69,69266,2.0,1.0,8.0,6.0,Cours Emile Zola,45.770840827,4.872211218,4.0,EMILE ZOLA     (Cours),0.0,,2.0,2,2.0,1.0,(1),(1),1.0,, -1,2.0,0.0,5.0,50.0,759 429,A01,2.0,1.0,0.0,1.0,1.0,1.0,5.0,,1 027 108,759 429,A01,10.0,3.0,4.0,2.0,1987.0,5.0,0.0,-1.0,-1.0,3.0,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
